,index,block,block_length,line,line_length,part_of_word,block_words
461,236,"""I don't think the girl's father played it quite fair, Grandpa, do you?"" Charlie murmured.",2,Charlie murmured.,2,"['PROPN', 'VERB', 'PUNCT']",16
462,237,"""He spoils her,"" Grandpa Joe said. ""And no good can ever come from spoiling a child like that, Charlie, you mark my words.""",2,"""He spoils her,"" Grandpa Joe said.",6,"['PUNCT', 'PRON', 'VERB', 'PROPN']",23
463,237,"""He spoils her,"" Grandpa Joe said. ""And no good can ever come from spoiling a child like that, Charlie, you mark my words.""",2,"""And no good can ever come from spoiling a child like that, Charlie, you mark my words.""",17,"['PUNCT', 'CCONJ', 'DET', 'NOUN', 'AUX', 'ADV', 'VERB', 'ADP', 'PRON', 'PROPN']",23
464,238,"""Come to bed, my darling,"" said Charlie's mother. ""Tomorrow's your birthday; don't forget that, so I expect you'll be up early to open your present.""",2,"""Come to bed, my darling,"" said Charlie's mother.",8,"['PUNCT', 'VERB', 'ADP', 'NOUN', 'PRON', 'PROPN', 'PART']",27
465,238,"""Come to bed, my darling,"" said Charlie's mother. ""Tomorrow's your birthday; don't forget that, so I expect you'll be up early to open your present.""",2,"""Tomorrow's your birthday; do not forget that, so I expect you will be up early to open your present.""",19,"['PUNCT', 'PROPN', 'PART', 'PRON', 'NOUN', 'AUX', 'VERB', 'CCONJ', 'ADV']",27
466,239,"""A Wonka candy bar!"" cried Charlie. ""It is a Wonka candy bar, isn't it?""",2,"""A Wonka candy bar!"" cried Charlie.",6,"['PUNCT', 'DET', 'PROPN', 'NOUN', 'VERB']",15
467,239,"""A Wonka candy bar!"" cried Charlie. ""It is a Wonka candy bar, isn't it?""",2,"""It is a Wonka candy bar, is not it?""",9,"['PUNCT', 'PRON', 'AUX', 'DET', 'PROPN', 'NOUN', 'PART']",15
468,240,"""Yes, my love,"" his mother said. ""Of course it is.""",2,"""Yes, my love,"" his mother said.",6,"['PUNCT', 'INTJ', 'PRON', 'NOUN', 'VERB']",10
469,240,"""Yes, my love,"" his mother said. ""Of course it is.""",2,"""Of course it is.""",4,"['PUNCT', 'ADV', 'PRON', 'AUX']",10
470,241,"""Oh, wouldn't it be wonderful if I found the third Golden Ticket inside it?"" Charlie said.",2,"""Oh, would not it be wonderful if I found the third Golden Ticket inside it?""",15,"['PUNCT', 'INTJ', 'AUX', 'PART', 'PRON', 'ADJ', 'SCONJ', 'VERB', 'DET', 'PROPN', 'ADP']",17
471,241,"""Oh, wouldn't it be wonderful if I found the third Golden Ticket inside it?"" Charlie said.",2,Charlie said.,2,"['PROPN', 'VERB', 'PUNCT']",17
472,242,"""Bring it in here when you get it,"" Grandpa Joe said. ""Then we can all watch you taking off the wrapper.""",2,"""Bring it in here when you get it,"" Grandpa Joe said.",11,"['PUNCT', 'VERB', 'PRON', 'ADV', 'SCONJ', 'PROPN']",21
473,242,"""Bring it in here when you get it,"" Grandpa Joe said. ""Then we can all watch you taking off the wrapper.""",2,"""Then we can all watch you taking off the wrapper.""",10,"['PUNCT', 'ADV', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN']",21
474,243,я,1,я,1,['X'],1
475,244,я,1,я,1,['X'],1
476,245,я,1,я,1,['X'],1
477,246,я,1,я,1,['X'],1
478,247,я,1,я,1,['X'],1
479,248,я,1,я,1,['X'],1
480,249,я,1,я,1,['X'],1
481,250,я,1,я,1,['X'],1
482,251,я,1,я,1,['X'],1
483,252,я,1,я,1,['X'],1
484,253,7,1,7,1,['NUM'],1
485,254,Charlie's Birthday,1,Charlie's Birthday,2,"['PROPN', 'PART', 'NOUN']",2
486,255,я,1,я,1,['X'],1
487,256,"""HAPPY BIRTHDAY!"" cried the four old grandparents, as Charlie came into their room early the next morning.",1,"""HAPPY BIRTHDAY!"" cried the four old grandparents, as Charlie came into their room early the next morning.",17,"['PUNCT', 'PROPN', 'VERB', 'DET', 'NUM', 'ADJ', 'NOUN', 'SCONJ', 'ADP', 'PRON', 'ADV']",17
488,257,"Charlie smiled nervously and sat down on the edge of the bed. He was holding his present, his only present, very carefully in his two hands. WONKA'S WHIPPLE-SCRUMPTIOUS FUDGEMALLOW DELIGHT, it said on the wrapper.",3,Charlie smiled nervously and sat down on the edge of the bed.,12,"['PROPN', 'VERB', 'ADV', 'CCONJ', 'ADP', 'DET', 'NOUN', 'PUNCT']",35
489,257,"Charlie smiled nervously and sat down on the edge of the bed. He was holding his present, his only present, very carefully in his two hands. WONKA'S WHIPPLE-SCRUMPTIOUS FUDGEMALLOW DELIGHT, it said on the wrapper.",3,"He was holding his present, his only present, very carefully in his two hands.",14,"['PRON', 'AUX', 'VERB', 'NOUN', 'PUNCT', 'ADJ', 'ADV', 'ADP', 'NUM']",35
490,257,"Charlie smiled nervously and sat down on the edge of the bed. He was holding his present, his only present, very carefully in his two hands. WONKA'S WHIPPLE-SCRUMPTIOUS FUDGEMALLOW DELIGHT, it said on the wrapper.",3,"WONKA'S WHIPPLE-SCRUMPTIOUS FUDGEMALLOW DELIGHT, it said on the wrapper.",9,"['PROPN', 'PART', 'PUNCT', 'ADJ', 'NOUN', 'PRON', 'VERB', 'ADP', 'DET']",35
491,258,"The four old people, two at either end of the bed, propped themselves up on their pillows and stared with anxious eyes at the candy bar in Charlie's hands.",1,"The four old people, two at either end of the bed, propped themselves up on their pillows and stared with anxious eyes at the candy bar in Charlie's hands.",29,"['DET', 'NUM', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'VERB', 'PRON', 'CCONJ', 'PROPN', 'PART']",29
492,259,"Mr. and Mrs. Bucket came in and stood at the foot of the bed, watching Charlie.",1,"Mr. and Mrs. Bucket came in and stood at the foot of the bed, watching Charlie.",16,"['PROPN', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",16
493,260,"The room became silent. Everybody was waiting now for Charlie to start opening his present. Charlie looked down at the candy bar. He ran his fingers slowly back and forth along the length of it, stroking it lovingly, and the shiny paper wrapper made little sharp crackly noises in the quiet room.",4,The room became silent.,4,"['DET', 'NOUN', 'VERB', 'ADJ', 'PUNCT']",52
494,260,"The room became silent. Everybody was waiting now for Charlie to start opening his present. Charlie looked down at the candy bar. He ran his fingers slowly back and forth along the length of it, stroking it lovingly, and the shiny paper wrapper made little sharp crackly noises in the quiet room.",4,Everybody was waiting now for Charlie to start opening his present.,11,"['PRON', 'AUX', 'VERB', 'ADV', 'SCONJ', 'PROPN', 'PART', 'NOUN', 'PUNCT']",52
495,260,"The room became silent. Everybody was waiting now for Charlie to start opening his present. Charlie looked down at the candy bar. He ran his fingers slowly back and forth along the length of it, stroking it lovingly, and the shiny paper wrapper made little sharp crackly noises in the quiet room.",4,Charlie looked down at the candy bar.,7,"['PROPN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",52
496,260,"The room became silent. Everybody was waiting now for Charlie to start opening his present. Charlie looked down at the candy bar. He ran his fingers slowly back and forth along the length of it, stroking it lovingly, and the shiny paper wrapper made little sharp crackly noises in the quiet room.",4,"He ran his fingers slowly back and forth along the length of it, stroking it lovingly, and the shiny paper wrapper made little sharp crackly noises in the quiet room.",30,"['PRON', 'VERB', 'NOUN', 'ADV', 'CCONJ', 'ADP', 'DET', 'PUNCT', 'ADJ']",52
497,261,"Then Mrs. Bucket said gently, ""You mustn't be too dis-appointed, my darling, if you don't find what you're look-ing for underneath that wrapper. You really can't expect to be as lucky as all that.""",2,"Then Mrs. Bucket said gently, ""You must not be too dis-appointed, my darling, if you do not find what you are look-ing for underneath that wrapper.",26,"['ADV', 'PROPN', 'VERB', 'PUNCT', 'PRON', 'AUX', 'PART', 'NOUN', 'SCONJ', 'ADP', 'DET']",37
498,261,"Then Mrs. Bucket said gently, ""You mustn't be too dis-appointed, my darling, if you don't find what you're look-ing for underneath that wrapper. You really can't expect to be as lucky as all that.""",2,"You really cannot expect to be as lucky as all that.""",11,"['PRON', 'ADV', 'AUX', 'PART', 'VERB', 'ADJ', 'ADP', 'DET', 'PUNCT']",37
499,262,"""She's quite right,"" Mr. Bucket said.",1,"""She is quite right,"" Mr. Bucket said.",7,"['PUNCT', 'PRON', 'AUX', 'ADV', 'ADJ', 'PROPN', 'VERB']",7
500,263,Charlie didn't say anything.,1,Charlie did not say anything.,5,"['PROPN', 'AUX', 'PART', 'VERB', 'PRON', 'PUNCT']",5
501,264,"""After all,"" Grandma Josephine said, ""in the whole wide world there are only three tickets left to be found.""",1,"""After all,"" Grandma Josephine said, ""in the whole wide world there are only three tickets left to be found.""",19,"['PUNCT', 'ADV', 'PROPN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PRON', 'NUM', 'PART', 'AUX']",19
502,265,"""The thing to remember,"" Grandma Georgina said, ""is that whatever happens, you'll still have the bar of candy.""",1,"""The thing to remember,"" Grandma Georgina said, ""is that whatever happens, you will still have the bar of candy.""",19,"['PUNCT', 'DET', 'NOUN', 'PART', 'VERB', 'PROPN', 'AUX', 'PRON', 'ADV', 'ADP']",19
503,266,"""Wonka's Whipple-Scrumptious Fudgemallow Delight!"" cried Grandpa George. ""It's the best of them all! You'll just love it!""",3,"""Wonka's Whipple-Scrumptious Fudgemallow Delight!"" cried Grandpa George.",7,"['PUNCT', 'PROPN', 'PART', 'VERB']",19
504,266,"""Wonka's Whipple-Scrumptious Fudgemallow Delight!"" cried Grandpa George. ""It's the best of them all! You'll just love it!""",3,"""It is the best of them all!",7,"['PUNCT', 'PRON', 'AUX', 'DET', 'ADJ', 'ADP']",19
505,266,"""Wonka's Whipple-Scrumptious Fudgemallow Delight!"" cried Grandpa George. ""It's the best of them all! You'll just love it!""",3,"You will just love it!""",5,"['PRON', 'AUX', 'ADV', 'VERB', 'PUNCT']",19
506,267,"""Yes,"" Charlie whispered. ""I know.""",2,"""Yes,"" Charlie whispered.",3,"['PUNCT', 'INTJ', 'PROPN', 'VERB']",5
507,267,"""Yes,"" Charlie whispered. ""I know.""",2,"""I know.""",2,"['PUNCT', 'PRON', 'VERB']",5
508,268,"""Just forget all about those Golden Tickets and enjoy the candy,"" Grandpa Joe said. ""Why don't you do that?""",2,"""Just forget all about those Golden Tickets and enjoy the candy,"" Grandpa Joe said.",14,"['PUNCT', 'ADV', 'VERB', 'ADP', 'DET', 'PROPN', 'CCONJ', 'NOUN']",20
509,268,"""Just forget all about those Golden Tickets and enjoy the candy,"" Grandpa Joe said. ""Why don't you do that?""",2,"""Why do not you do that?""",6,"['PUNCT', 'SCONJ', 'AUX', 'PART', 'PRON', 'VERB']",20
510,269,"They all knew it was ridiculous to expect this one poor little candy bar to have a magic ticket inside it, and they were trying as gently and as kindly as they could to prepare Charlie for the disappointment. But there was one other thing that the grownups also knew, and it was this: that however small the chance might be of striking lucky, the chance was there.",2,"They all knew it was ridiculous to expect this one poor little candy bar to have a magic ticket inside it, and they were trying as gently and as kindly as they could to prepare Charlie for the disappointment.",39,"['PRON', 'VERB', 'AUX', 'ADJ', 'PART', 'DET', 'NUM', 'NOUN', 'ADP', 'PUNCT', 'CCONJ', 'ADV', 'SCONJ', 'PROPN']",68
511,269,"They all knew it was ridiculous to expect this one poor little candy bar to have a magic ticket inside it, and they were trying as gently and as kindly as they could to prepare Charlie for the disappointment. But there was one other thing that the grownups also knew, and it was this: that however small the chance might be of striking lucky, the chance was there.",2,"But there was one other thing that the grownups also knew, and it was this: that however small the chance might be of striking lucky, the chance was there.",29,"['CCONJ', 'PRON', 'VERB', 'NUM', 'ADJ', 'NOUN', 'DET', 'ADV', 'PUNCT', 'AUX', 'SCONJ', 'ADP']",68
512,270,The chance had to be there.,1,The chance had to be there.,6,"['DET', 'NOUN', 'VERB', 'PART', 'AUX', 'ADV', 'PUNCT']",6
513,271,This particular candy bar had as much chance as any other of having a Golden Ticket.,1,This particular candy bar had as much chance as any other of having a Golden Ticket.,16,"['DET', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADP', 'PROPN', 'PUNCT']",16
514,272,"And that was why all the grandparents and parents in the room were actually just as tense and excited as Char-lie was, although they were pretending to be very calm.",1,"And that was why all the grandparents and parents in the room were actually just as tense and excited as Char-lie was, although they were pretending to be very calm.",30,"['CCONJ', 'PRON', 'AUX', 'SCONJ', 'DET', 'NOUN', 'ADP', 'ADV', 'ADJ', 'PROPN', 'PUNCT', 'VERB', 'PART']",30
515,273,"""You'd better go ahead and open it up, or you'll be late for school,"" Grandpa Joe said.",1,"""You would better go ahead and open it up, or you will be late for school,"" Grandpa Joe said.",19,"['PUNCT', 'PRON', 'AUX', 'ADV', 'VERB', 'CCONJ', 'ADP', 'ADJ', 'NOUN', 'PROPN']",19
516,274,"""You might as well get it over with,"" Grandpa George said.",1,"""You might as well get it over with,"" Grandpa George said.",11,"['PUNCT', 'PRON', 'AUX', 'ADV', 'VERB', 'ADP', 'PROPN']",11
517,275,"""Open it, my dear,"" Grandma Georgina said. ""Please open it. You're making me jumpy.""",3,"""Open it, my dear,"" Grandma Georgina said.",7,"['PUNCT', 'VERB', 'PRON', 'NOUN', 'PROPN']",15
518,275,"""Open it, my dear,"" Grandma Georgina said. ""Please open it. You're making me jumpy.""",3,"""Please open it.",3,"['PUNCT', 'INTJ', 'VERB', 'PRON']",15
519,275,"""Open it, my dear,"" Grandma Georgina said. ""Please open it. You're making me jumpy.""",3,"You are making me jumpy.""",5,"['PRON', 'AUX', 'VERB', 'PUNCT']",15
520,276,"Very slowly, Charlie's fingers began to tear open one small corner of the wrapping paper.",1,"Very slowly, Charlie's fingers began to tear open one small corner of the wrapping paper.",15,"['ADV', 'PUNCT', 'PROPN', 'PART', 'NOUN', 'VERB', 'ADJ', 'NUM', 'ADP', 'DET']",15
521,277,"The old people in the bed all leaned forward, craning their scraggy necks.",1,"The old people in the bed all leaned forward, craning their scraggy necks.",13,"['DET', 'ADJ', 'NOUN', 'ADP', 'PRON', 'VERB', 'ADV', 'PUNCT']",13
522,278,"Then suddenly, as though he couldn't bear the sus-pense any longer, Charlie tore the wrapper right down the middle . . . and on to his lap, there fell . . . a light-brown creamy-colored chocolate candy bar.",3,"Then suddenly, as though he could not bear the sus-pense any longer, Charlie tore the wrapper right down the middle . . .",23,"['ADV', 'PUNCT', 'SCONJ', 'PRON', 'AUX', 'PART', 'VERB', 'DET', 'NOUN', 'PROPN', 'ADP']",39
523,278,"Then suddenly, as though he couldn't bear the sus-pense any longer, Charlie tore the wrapper right down the middle . . . and on to his lap, there fell . . . a light-brown creamy-colored chocolate candy bar.",3,"and on to his lap, there fell . . .",10,"['CCONJ', 'ADV', 'ADP', 'PRON', 'NOUN', 'PUNCT', 'VERB']",39
524,278,"Then suddenly, as though he couldn't bear the sus-pense any longer, Charlie tore the wrapper right down the middle . . . and on to his lap, there fell . . . a light-brown creamy-colored chocolate candy bar.",3,a light-brown creamy-colored chocolate candy bar.,6,"['DET', 'ADJ', 'PUNCT', 'VERB', 'NOUN']",39
525,279,"There was no sign of a Golden Ticket anywhere. ""Well-that's that!"" said Grandpa Joe brightly. ""It's just what we expected.""",3,There was no sign of a Golden Ticket anywhere.,9,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'ADV', 'PUNCT']",22
526,279,"There was no sign of a Golden Ticket anywhere. ""Well-that's that!"" said Grandpa Joe brightly. ""It's just what we expected.""",3,"""Well-that is that!"" said Grandpa Joe brightly.",7,"['PUNCT', 'INTJ', 'PRON', 'AUX', 'VERB', 'PROPN', 'ADV']",22
527,279,"There was no sign of a Golden Ticket anywhere. ""Well-that's that!"" said Grandpa Joe brightly. ""It's just what we expected.""",3,"""It is just what we expected.""",6,"['PUNCT', 'PRON', 'AUX', 'ADV', 'VERB']",22
528,280,"Charlie looked up. Four kind old faces were watching him intently from the bed. He smiled at them, a small sad smile, and then he shrugged his shoulders and picked up the candy bar and held it out to his mother, and said, ""Here Mother, have a bit. We'll share it. I want everybody to taste it.""",5,Charlie looked up.,3,"['PROPN', 'VERB', 'ADP', 'PUNCT']",58
529,280,"Charlie looked up. Four kind old faces were watching him intently from the bed. He smiled at them, a small sad smile, and then he shrugged his shoulders and picked up the candy bar and held it out to his mother, and said, ""Here Mother, have a bit. We'll share it. I want everybody to taste it.""",5,Four kind old faces were watching him intently from the bed.,11,"['NUM', 'ADJ', 'NOUN', 'AUX', 'VERB', 'PRON', 'ADV', 'ADP', 'DET', 'PUNCT']",58
530,280,"Charlie looked up. Four kind old faces were watching him intently from the bed. He smiled at them, a small sad smile, and then he shrugged his shoulders and picked up the candy bar and held it out to his mother, and said, ""Here Mother, have a bit. We'll share it. I want everybody to taste it.""",5,"He smiled at them, a small sad smile, and then he shrugged his shoulders and picked up the candy bar and held it out to his mother, and said, ""Here Mother, have a bit.",34,"['PRON', 'VERB', 'ADP', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'ADV', 'PROPN']",58
531,280,"Charlie looked up. Four kind old faces were watching him intently from the bed. He smiled at them, a small sad smile, and then he shrugged his shoulders and picked up the candy bar and held it out to his mother, and said, ""Here Mother, have a bit. We'll share it. I want everybody to taste it.""",5,We will share it.,4,"['PRON', 'AUX', 'VERB', 'PUNCT']",58
532,280,"Charlie looked up. Four kind old faces were watching him intently from the bed. He smiled at them, a small sad smile, and then he shrugged his shoulders and picked up the candy bar and held it out to his mother, and said, ""Here Mother, have a bit. We'll share it. I want everybody to taste it.""",5,"I want everybody to taste it.""",6,"['PRON', 'VERB', 'PART', 'PUNCT']",58
533,281,"""Certainly not!"" his mother said.",2,"""Certainly not!""",2,"['PUNCT', 'ADV', 'PART']",5
534,281,"""Certainly not!"" his mother said.",2,his mother said.,3,"['PRON', 'NOUN', 'VERB', 'PUNCT']",5
535,282,"And the others all cried, ""No, no! We wouldn't dream of it! It's all yours!""",3,"And the others all cried, ""No, no!",7,"['CCONJ', 'DET', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'INTJ']",17
536,282,"And the others all cried, ""No, no! We wouldn't dream of it! It's all yours!""",3,We would not dream of it!,6,"['PRON', 'AUX', 'PART', 'VERB', 'ADP', 'PUNCT']",17
537,282,"And the others all cried, ""No, no! We wouldn't dream of it! It's all yours!""",3,"It is all yours!""",4,"['PRON', 'AUX', 'NOUN', 'PUNCT']",17
538,283,"""Please,"" begged Charlie, turning around and offering it to Grandpa Joe.",1,"""Please,"" begged Charlie, turning around and offering it to Grandpa Joe.",11,"['PUNCT', 'INTJ', 'VERB', 'PROPN', 'ADV', 'CCONJ', 'PRON', 'ADP']",11
539,284,But neither he nor anyone else would take even a tiny bite.,1,But neither he nor anyone else would take even a tiny bite.,12,"['CCONJ', 'PRON', 'ADV', 'AUX', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']",12
540,285,"""It's time to go to school, my darling,"" Mrs. Bucket said, putting an arm around Charlie's skinny shoulders. ""Come on, or you'll be late.""",2,"""It is time to go to school, my darling,"" Mrs. Bucket said, putting an arm around Charlie's skinny shoulders.",19,"['PUNCT', 'PRON', 'AUX', 'NOUN', 'PART', 'VERB', 'ADP', 'PROPN', 'DET', 'ADJ']",26
541,285,"""It's time to go to school, my darling,"" Mrs. Bucket said, putting an arm around Charlie's skinny shoulders. ""Come on, or you'll be late.""",2,"""Come on, or you will be late.""",7,"['PUNCT', 'VERB', 'ADP', 'CCONJ', 'PRON', 'AUX', 'ADJ']",26
542,286,я,1,я,1,['X'],1
543,287,я,1,я,1,['X'],1
544,288,я,1,я,1,['X'],1
545,289,я,1,я,1,['X'],1
546,290,я,1,я,1,['X'],1
547,291,я,1,я,1,['X'],1
548,292,я,1,я,1,['X'],1
549,293,я,1,я,1,['X'],1
550,294,я,1,я,1,['X'],1
551,295,я,1,я,1,['X'],1
552,296,8,1,8,1,['NUM'],1
553,297,Two More Golden Tickets Found,1,Two More Golden Tickets Found,5,"['NUM', 'ADJ', 'NOUN', 'VERB']",5
554,298,я,1,я,1,['X'],1
555,299,"That evening, Mr. Bucket's newspaper announced the finding of not only the third Golden Ticket, but the fourth as well. TWO GOLDEN TICKETS FOUND TODAY, screamed the headlines. ONLY ONE MORE LEFT.",3,"That evening, Mr. Bucket's newspaper announced the finding of not only the third Golden Ticket, but the fourth as well.",20,"['DET', 'NOUN', 'PUNCT', 'PROPN', 'PART', 'VERB', 'ADP', 'ADV', 'ADJ', 'CCONJ']",32
556,299,"That evening, Mr. Bucket's newspaper announced the finding of not only the third Golden Ticket, but the fourth as well. TWO GOLDEN TICKETS FOUND TODAY, screamed the headlines. ONLY ONE MORE LEFT.",3,"TWO GOLDEN TICKETS FOUND TODAY, screamed the headlines.",8,"['NUM', 'ADJ', 'NOUN', 'VERB', 'PUNCT', 'DET']",32
557,299,"That evening, Mr. Bucket's newspaper announced the finding of not only the third Golden Ticket, but the fourth as well. TWO GOLDEN TICKETS FOUND TODAY, screamed the headlines. ONLY ONE MORE LEFT.",3,ONLY ONE MORE LEFT.,4,"['ADV', 'NUM', 'ADJ', 'NOUN', 'PUNCT']",32
558,300,"""All right,"" said Grandpa Joe, when the whole family was gathered in the old people's room after supper, ""let's hear who found them.""",1,"""All right,"" said Grandpa Joe, when the whole family was gathered in the old people's room after supper, ""let us hear who found them.""",24,"['PUNCT', 'ADV', 'VERB', 'PROPN', 'SCONJ', 'DET', 'ADJ', 'NOUN', 'AUX', 'ADP', 'PART', 'PRON']",24
559,301,"""The third ticket,"" read Mr. Bucket, holding the news-paper up close to his face because his eyes were bad and he couldn't afford glasses, ""the third Ticket was found by a Miss Violet Beauregarde. There was great excitement in the Beauregarde household when our reporter arrived to interview the lucky young lady-cameras were clicking and flashbulbs were flashing and people were pushing and jostling and trying to get a bit closer to the famous girl. And the famous girl was standing on a chair in the living-room waving the Golden Ticket madly at arm's length as though she were flagging a taxi. She was talking very fast and very loudly to everyone, but it was not easy to hear all that she said because she was chewing so fero-ciously upon a piece of gum at the same time.",4,"""The third ticket,"" read Mr. Bucket, holding the news-paper up close to his face because his eyes were bad and he could not afford glasses, ""the third Ticket was found by a Miss Violet Beauregarde.",35,"['PUNCT', 'DET', 'ADJ', 'NOUN', 'VERB', 'PROPN', 'ADP', 'ADV', 'PRON', 'SCONJ', 'AUX', 'CCONJ', 'PART']",139
560,301,"""The third ticket,"" read Mr. Bucket, holding the news-paper up close to his face because his eyes were bad and he couldn't afford glasses, ""the third Ticket was found by a Miss Violet Beauregarde. There was great excitement in the Beauregarde household when our reporter arrived to interview the lucky young lady-cameras were clicking and flashbulbs were flashing and people were pushing and jostling and trying to get a bit closer to the famous girl. And the famous girl was standing on a chair in the living-room waving the Golden Ticket madly at arm's length as though she were flagging a taxi. She was talking very fast and very loudly to everyone, but it was not easy to hear all that she said because she was chewing so fero-ciously upon a piece of gum at the same time.",4,There was great excitement in the Beauregarde household when our reporter arrived to interview the lucky young lady-cameras were clicking and flashbulbs were flashing and people were pushing and jostling and trying to get a bit closer to the famous girl.,41,"['PRON', 'VERB', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'SCONJ', 'PART', 'PUNCT', 'AUX', 'CCONJ']",139
561,301,"""The third ticket,"" read Mr. Bucket, holding the news-paper up close to his face because his eyes were bad and he couldn't afford glasses, ""the third Ticket was found by a Miss Violet Beauregarde. There was great excitement in the Beauregarde household when our reporter arrived to interview the lucky young lady-cameras were clicking and flashbulbs were flashing and people were pushing and jostling and trying to get a bit closer to the famous girl. And the famous girl was standing on a chair in the living-room waving the Golden Ticket madly at arm's length as though she were flagging a taxi. She was talking very fast and very loudly to everyone, but it was not easy to hear all that she said because she was chewing so fero-ciously upon a piece of gum at the same time.",4,And the famous girl was standing on a chair in the living-room waving the Golden Ticket madly at arm's length as though she were flagging a taxi.,27,"['CCONJ', 'DET', 'ADJ', 'NOUN', 'AUX', 'VERB', 'ADP', 'PUNCT', 'PROPN', 'ADV', 'PART', 'SCONJ', 'PRON']",139
562,301,"""The third ticket,"" read Mr. Bucket, holding the news-paper up close to his face because his eyes were bad and he couldn't afford glasses, ""the third Ticket was found by a Miss Violet Beauregarde. There was great excitement in the Beauregarde household when our reporter arrived to interview the lucky young lady-cameras were clicking and flashbulbs were flashing and people were pushing and jostling and trying to get a bit closer to the famous girl. And the famous girl was standing on a chair in the living-room waving the Golden Ticket madly at arm's length as though she were flagging a taxi. She was talking very fast and very loudly to everyone, but it was not easy to hear all that she said because she was chewing so fero-ciously upon a piece of gum at the same time.",4,"She was talking very fast and very loudly to everyone, but it was not easy to hear all that she said because she was chewing so fero-ciously upon a piece of gum at the same time.",36,"['PRON', 'AUX', 'VERB', 'ADV', 'CCONJ', 'ADP', 'PUNCT', 'PART', 'ADJ', 'SCONJ', 'NOUN', 'DET']",139
563,302,"""`I'm a gumchewer, normally,' she shouted, but when I heard about these ticket things of Mr. Wonka's, I laid off the gum and switched to candy bars in the hope of striking lucky. Now, of course, I'm right back on gum. I just adore gum. I can't do without it. I munch it all day long except for a few minutes at mealtimes when I take it out and stick it behind my ear for safekeeping. To tell you the honest truth, I simply wouldn't feel comfortable if I didn't have that little wedge of gum to chew on every moment of the day, I really wouldn't. My mother says it's not ladylike and it looks ugly to see a girl's jaws going up and down like mine do all the time, but I don't agree. And who's she to criticize, anyway, because if you ask me, I'd say that her jaws are going up and down almost as much as mine are just from yelling at me every minute of the day'",8,"""`I am a gumchewer, normally,' she shouted, but when I heard about these ticket things of Mr. Wonka's, I laid off the gum and switched to candy bars in the hope of striking lucky.",34,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADV', 'VERB', 'CCONJ', 'SCONJ', 'ADP', 'PROPN', 'PART', 'ADJ']",182
564,302,"""`I'm a gumchewer, normally,' she shouted, but when I heard about these ticket things of Mr. Wonka's, I laid off the gum and switched to candy bars in the hope of striking lucky. Now, of course, I'm right back on gum. I just adore gum. I can't do without it. I munch it all day long except for a few minutes at mealtimes when I take it out and stick it behind my ear for safekeeping. To tell you the honest truth, I simply wouldn't feel comfortable if I didn't have that little wedge of gum to chew on every moment of the day, I really wouldn't. My mother says it's not ladylike and it looks ugly to see a girl's jaws going up and down like mine do all the time, but I don't agree. And who's she to criticize, anyway, because if you ask me, I'd say that her jaws are going up and down almost as much as mine are just from yelling at me every minute of the day'",8,"Now, of course, I am right back on gum.",9,"['ADV', 'PUNCT', 'ADP', 'NOUN', 'PRON', 'AUX']",182
565,302,"""`I'm a gumchewer, normally,' she shouted, but when I heard about these ticket things of Mr. Wonka's, I laid off the gum and switched to candy bars in the hope of striking lucky. Now, of course, I'm right back on gum. I just adore gum. I can't do without it. I munch it all day long except for a few minutes at mealtimes when I take it out and stick it behind my ear for safekeeping. To tell you the honest truth, I simply wouldn't feel comfortable if I didn't have that little wedge of gum to chew on every moment of the day, I really wouldn't. My mother says it's not ladylike and it looks ugly to see a girl's jaws going up and down like mine do all the time, but I don't agree. And who's she to criticize, anyway, because if you ask me, I'd say that her jaws are going up and down almost as much as mine are just from yelling at me every minute of the day'",8,I just adore gum.,4,"['PRON', 'ADV', 'VERB', 'NOUN', 'PUNCT']",182
566,302,"""`I'm a gumchewer, normally,' she shouted, but when I heard about these ticket things of Mr. Wonka's, I laid off the gum and switched to candy bars in the hope of striking lucky. Now, of course, I'm right back on gum. I just adore gum. I can't do without it. I munch it all day long except for a few minutes at mealtimes when I take it out and stick it behind my ear for safekeeping. To tell you the honest truth, I simply wouldn't feel comfortable if I didn't have that little wedge of gum to chew on every moment of the day, I really wouldn't. My mother says it's not ladylike and it looks ugly to see a girl's jaws going up and down like mine do all the time, but I don't agree. And who's she to criticize, anyway, because if you ask me, I'd say that her jaws are going up and down almost as much as mine are just from yelling at me every minute of the day'",8,I cannot do without it.,5,"['PRON', 'AUX', 'PART', 'VERB', 'ADP', 'PUNCT']",182
