,index,block,block_length,line,line_length,part_of_word,block_words
416,173,"He worshiped this new angel with furtive eye, till he saw that she had discovered him; then he pretended he did not know she was present, and began to ""show off"" in all sorts of absurd boyish ways, in order to win her admiration. He kept up this grotesque foolishness for some time; but by and by, while he was in the midst of some dangerous gymnastic performances, he glanced aside and saw that the little girl was wending her way toward the house. Tom came up to the fence and leaned on it, grieving, and hoping she would tarry yet a while longer. She halted a moment on the steps and then moved toward the door. Tom heaved a great sigh as she put her foot on the threshold. But his face lit up, right away, for she tossed a pansy over the fence a moment before she disappeared.",6,"Tom came up to the fence and leaned on it, grieving, and hoping she would tarry yet a while longer.",20,"['PROPN', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PRON', 'PUNCT', 'ADJ', 'AUX', 'ADV']",150
417,173,"He worshiped this new angel with furtive eye, till he saw that she had discovered him; then he pretended he did not know she was present, and began to ""show off"" in all sorts of absurd boyish ways, in order to win her admiration. He kept up this grotesque foolishness for some time; but by and by, while he was in the midst of some dangerous gymnastic performances, he glanced aside and saw that the little girl was wending her way toward the house. Tom came up to the fence and leaned on it, grieving, and hoping she would tarry yet a while longer. She halted a moment on the steps and then moved toward the door. Tom heaved a great sigh as she put her foot on the threshold. But his face lit up, right away, for she tossed a pansy over the fence a moment before she disappeared.",6,She halted a moment on the steps and then moved toward the door.,13,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'CCONJ', 'ADV', 'PUNCT']",150
418,173,"He worshiped this new angel with furtive eye, till he saw that she had discovered him; then he pretended he did not know she was present, and began to ""show off"" in all sorts of absurd boyish ways, in order to win her admiration. He kept up this grotesque foolishness for some time; but by and by, while he was in the midst of some dangerous gymnastic performances, he glanced aside and saw that the little girl was wending her way toward the house. Tom came up to the fence and leaned on it, grieving, and hoping she would tarry yet a while longer. She halted a moment on the steps and then moved toward the door. Tom heaved a great sigh as she put her foot on the threshold. But his face lit up, right away, for she tossed a pansy over the fence a moment before she disappeared.",6,Tom heaved a great sigh as she put her foot on the threshold.,13,"['PROPN', 'VERB', 'DET', 'ADJ', 'NOUN', 'SCONJ', 'PRON', 'ADP', 'PUNCT']",150
419,173,"He worshiped this new angel with furtive eye, till he saw that she had discovered him; then he pretended he did not know she was present, and began to ""show off"" in all sorts of absurd boyish ways, in order to win her admiration. He kept up this grotesque foolishness for some time; but by and by, while he was in the midst of some dangerous gymnastic performances, he glanced aside and saw that the little girl was wending her way toward the house. Tom came up to the fence and leaned on it, grieving, and hoping she would tarry yet a while longer. She halted a moment on the steps and then moved toward the door. Tom heaved a great sigh as she put her foot on the threshold. But his face lit up, right away, for she tossed a pansy over the fence a moment before she disappeared.",6,"But his face lit up, right away, for she tossed a pansy over the fence a moment before she disappeared.",20,"['CCONJ', 'PRON', 'NOUN', 'VERB', 'ADP', 'PUNCT', 'ADV', 'SCONJ', 'DET']",150
420,174,"The boy ran around and stopped within a foot or two of the flower, and then shaded his eyes with his hand and began to look down street as if he had discovered something of interest going on in that direction. Presently he picked up a straw and began trying to balance it on his nose, with his head tilted far back; and as he moved from side to side, in his efforts, he edged nearer and nearer toward the pansy; finally his bare foot rested upon it, his pliant toes closed upon it, and he hopped away with the treasure and disappeared round the corner. But only for a minute-only while he could button the flower inside his jacket, next to his heart-or next his stomach, possibly, for he was not much posted in anatomy, and not hypercritical, anyway.",3,"The boy ran around and stopped within a foot or two of the flower, and then shaded his eyes with his hand and began to look down street as if he had discovered something of interest going on in that direction.",41,"['DET', 'NOUN', 'VERB', 'ADV', 'CCONJ', 'ADP', 'NUM', 'PUNCT', 'PRON', 'PART', 'SCONJ', 'AUX']",140
421,174,"The boy ran around and stopped within a foot or two of the flower, and then shaded his eyes with his hand and began to look down street as if he had discovered something of interest going on in that direction. Presently he picked up a straw and began trying to balance it on his nose, with his head tilted far back; and as he moved from side to side, in his efforts, he edged nearer and nearer toward the pansy; finally his bare foot rested upon it, his pliant toes closed upon it, and he hopped away with the treasure and disappeared round the corner. But only for a minute-only while he could button the flower inside his jacket, next to his heart-or next his stomach, possibly, for he was not much posted in anatomy, and not hypercritical, anyway.",3,"Presently he picked up a straw and began trying to balance it on his nose, with his head tilted far back; and as he moved from side to side, in his efforts, he edged nearer and nearer toward the pansy; finally his bare foot rested upon it, his pliant toes closed upon it, and he hopped away with the treasure and disappeared round the corner.",65,"['ADV', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PART', 'PUNCT', 'SCONJ', 'ADJ', 'PROPN']",140
422,174,"The boy ran around and stopped within a foot or two of the flower, and then shaded his eyes with his hand and began to look down street as if he had discovered something of interest going on in that direction. Presently he picked up a straw and began trying to balance it on his nose, with his head tilted far back; and as he moved from side to side, in his efforts, he edged nearer and nearer toward the pansy; finally his bare foot rested upon it, his pliant toes closed upon it, and he hopped away with the treasure and disappeared round the corner. But only for a minute-only while he could button the flower inside his jacket, next to his heart-or next his stomach, possibly, for he was not much posted in anatomy, and not hypercritical, anyway.",3,"But only for a minute-only while he could button the flower inside his jacket, next to his heart-or next his stomach, possibly, for he was not much posted in anatomy, and not hypercritical, anyway.",34,"['CCONJ', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'SCONJ', 'PRON', 'AUX', 'VERB', 'ADJ', 'PART']",140
423,175,"He returned, now, and hung about the fence till nightfall, ""showing off,"" as before, but the girl never exhibited herself again, though Tom comforted himself a little with the hope that she had been near some window, meantime, and been aware of his attentions. Finally he rode home reluctantly, with his poor head full of visions.",2,"He returned, now, and hung about the fence till nightfall, ""showing off,"" as before, but the girl never exhibited herself again, though Tom comforted himself a little with the hope that she had been near some window, meantime, and been aware of his attentions.",44,"['PRON', 'VERB', 'PUNCT', 'ADV', 'CCONJ', 'ADP', 'DET', 'NOUN', 'SCONJ', 'PROPN', 'ADJ', 'AUX']",56
424,175,"He returned, now, and hung about the fence till nightfall, ""showing off,"" as before, but the girl never exhibited herself again, though Tom comforted himself a little with the hope that she had been near some window, meantime, and been aware of his attentions. Finally he rode home reluctantly, with his poor head full of visions.",2,"Finally he rode home reluctantly, with his poor head full of visions.",12,"['ADV', 'PRON', 'VERB', 'PUNCT', 'ADP', 'ADJ', 'NOUN']",56
425,176,"All through supper his spirits were so high that his aunt wondered ""what had got into the child."" He took a good scolding about clodding Sid, and did not seem to mind it in the least. He tried to steal sugar under his aunt's very nose, and got his knuckles rapped for it. He said:",4,"All through supper his spirits were so high that his aunt wondered ""what had got into the child.""",18,"['ADV', 'ADP', 'NOUN', 'PRON', 'AUX', 'ADJ', 'SCONJ', 'VERB', 'PUNCT', 'DET']",55
426,176,"All through supper his spirits were so high that his aunt wondered ""what had got into the child."" He took a good scolding about clodding Sid, and did not seem to mind it in the least. He tried to steal sugar under his aunt's very nose, and got his knuckles rapped for it. He said:",4,"He took a good scolding about clodding Sid, and did not seem to mind it in the least.",18,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'CCONJ', 'AUX', 'PART']",55
427,176,"All through supper his spirits were so high that his aunt wondered ""what had got into the child."" He took a good scolding about clodding Sid, and did not seem to mind it in the least. He tried to steal sugar under his aunt's very nose, and got his knuckles rapped for it. He said:",4,"He tried to steal sugar under his aunt's very nose, and got his knuckles rapped for it.",17,"['PRON', 'VERB', 'PART', 'NOUN', 'ADP', 'ADJ', 'PUNCT', 'CCONJ']",55
428,176,"All through supper his spirits were so high that his aunt wondered ""what had got into the child."" He took a good scolding about clodding Sid, and did not seem to mind it in the least. He tried to steal sugar under his aunt's very nose, and got his knuckles rapped for it. He said:",4,He said:,2,"['PRON', 'VERB', 'PUNCT']",55
429,177,"""Aunt, you don't whack Sid when he takes it.""",1,"""Aunt, you do not whack Sid when he takes it.""",10,"['PUNCT', 'PROPN', 'PRON', 'AUX', 'PART', 'VERB', 'SCONJ']",10
430,178,"""Well, Sid don't torment a body the way you do. You'd be always into that sugar if I warn't watching you.""",2,"""Well, Sid do not torment a body the way you do.",11,"['PUNCT', 'INTJ', 'PROPN', 'AUX', 'PART', 'VERB', 'DET', 'NOUN', 'PRON']",23
431,178,"""Well, Sid don't torment a body the way you do. You'd be always into that sugar if I warn't watching you.""",2,"You would be always into that sugar if I warn't watching you.""",12,"['PRON', 'AUX', 'ADV', 'ADP', 'DET', 'NOUN', 'SCONJ', 'VERB', 'PUNCT']",23
432,179,"Presently she stepped into the kitchen, and Sid, happy in his immunity, reached for the sugar bowl-a sort of glorying over Tom which was well-nigh unbearable. But Sid's fingers slipped and the bowl dropped and broke. Tom was in ecstasies. In such ecstasies that he even controlled his tongue and was silent. He said to himself that he would not speak a word, even when his aunt came in, but would sit perfectly still till she asked who did the mischief; and then he would tell, and there would be nothing so good in the world as to see that pet model ""catch it."" He was so brim full of exultation that he could hardly hold himself when the old lady came back and stood above the wreck discharging lightnings of wrath from over her spectacles. He said to himself, ""Now it's coming!"" And the next instant he was sprawling on the floor! The potent palm was uplifted to strike again when Tom cried out:",9,"Presently she stepped into the kitchen, and Sid, happy in his immunity, reached for the sugar bowl-a sort of glorying over Tom which was well-nigh unbearable.",26,"['ADV', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'PROPN', 'ADJ', 'AUX']",166
433,179,"Presently she stepped into the kitchen, and Sid, happy in his immunity, reached for the sugar bowl-a sort of glorying over Tom which was well-nigh unbearable. But Sid's fingers slipped and the bowl dropped and broke. Tom was in ecstasies. In such ecstasies that he even controlled his tongue and was silent. He said to himself that he would not speak a word, even when his aunt came in, but would sit perfectly still till she asked who did the mischief; and then he would tell, and there would be nothing so good in the world as to see that pet model ""catch it."" He was so brim full of exultation that he could hardly hold himself when the old lady came back and stood above the wreck discharging lightnings of wrath from over her spectacles. He said to himself, ""Now it's coming!"" And the next instant he was sprawling on the floor! The potent palm was uplifted to strike again when Tom cried out:",9,But Sid's fingers slipped and the bowl dropped and broke.,10,"['CCONJ', 'PROPN', 'PART', 'NOUN', 'VERB', 'DET', 'PUNCT']",166
434,179,"Presently she stepped into the kitchen, and Sid, happy in his immunity, reached for the sugar bowl-a sort of glorying over Tom which was well-nigh unbearable. But Sid's fingers slipped and the bowl dropped and broke. Tom was in ecstasies. In such ecstasies that he even controlled his tongue and was silent. He said to himself that he would not speak a word, even when his aunt came in, but would sit perfectly still till she asked who did the mischief; and then he would tell, and there would be nothing so good in the world as to see that pet model ""catch it."" He was so brim full of exultation that he could hardly hold himself when the old lady came back and stood above the wreck discharging lightnings of wrath from over her spectacles. He said to himself, ""Now it's coming!"" And the next instant he was sprawling on the floor! The potent palm was uplifted to strike again when Tom cried out:",9,Tom was in ecstasies.,4,"['PROPN', 'AUX', 'ADP', 'NOUN', 'PUNCT']",166
435,179,"Presently she stepped into the kitchen, and Sid, happy in his immunity, reached for the sugar bowl-a sort of glorying over Tom which was well-nigh unbearable. But Sid's fingers slipped and the bowl dropped and broke. Tom was in ecstasies. In such ecstasies that he even controlled his tongue and was silent. He said to himself that he would not speak a word, even when his aunt came in, but would sit perfectly still till she asked who did the mischief; and then he would tell, and there would be nothing so good in the world as to see that pet model ""catch it."" He was so brim full of exultation that he could hardly hold himself when the old lady came back and stood above the wreck discharging lightnings of wrath from over her spectacles. He said to himself, ""Now it's coming!"" And the next instant he was sprawling on the floor! The potent palm was uplifted to strike again when Tom cried out:",9,In such ecstasies that he even controlled his tongue and was silent.,12,"['ADP', 'ADJ', 'NOUN', 'SCONJ', 'PRON', 'ADV', 'VERB', 'CCONJ', 'AUX', 'PUNCT']",166
436,179,"Presently she stepped into the kitchen, and Sid, happy in his immunity, reached for the sugar bowl-a sort of glorying over Tom which was well-nigh unbearable. But Sid's fingers slipped and the bowl dropped and broke. Tom was in ecstasies. In such ecstasies that he even controlled his tongue and was silent. He said to himself that he would not speak a word, even when his aunt came in, but would sit perfectly still till she asked who did the mischief; and then he would tell, and there would be nothing so good in the world as to see that pet model ""catch it."" He was so brim full of exultation that he could hardly hold himself when the old lady came back and stood above the wreck discharging lightnings of wrath from over her spectacles. He said to himself, ""Now it's coming!"" And the next instant he was sprawling on the floor! The potent palm was uplifted to strike again when Tom cried out:",9,"He said to himself that he would not speak a word, even when his aunt came in, but would sit perfectly still till she asked who did the mischief; and then he would tell, and there would be nothing so good in the world as to see that pet model ""catch it.""",52,"['PRON', 'VERB', 'ADP', 'SCONJ', 'AUX', 'PART', 'DET', 'NOUN', 'PUNCT', 'ADV', 'CCONJ', 'ADJ']",166
437,179,"Presently she stepped into the kitchen, and Sid, happy in his immunity, reached for the sugar bowl-a sort of glorying over Tom which was well-nigh unbearable. But Sid's fingers slipped and the bowl dropped and broke. Tom was in ecstasies. In such ecstasies that he even controlled his tongue and was silent. He said to himself that he would not speak a word, even when his aunt came in, but would sit perfectly still till she asked who did the mischief; and then he would tell, and there would be nothing so good in the world as to see that pet model ""catch it."" He was so brim full of exultation that he could hardly hold himself when the old lady came back and stood above the wreck discharging lightnings of wrath from over her spectacles. He said to himself, ""Now it's coming!"" And the next instant he was sprawling on the floor! The potent palm was uplifted to strike again when Tom cried out:",9,He was so brim full of exultation that he could hardly hold himself when the old lady came back and stood above the wreck discharging lightnings of wrath from over her spectacles.,32,"['PRON', 'AUX', 'ADV', 'NOUN', 'ADJ', 'ADP', 'SCONJ', 'VERB', 'DET', 'CCONJ', 'PUNCT']",166
438,179,"Presently she stepped into the kitchen, and Sid, happy in his immunity, reached for the sugar bowl-a sort of glorying over Tom which was well-nigh unbearable. But Sid's fingers slipped and the bowl dropped and broke. Tom was in ecstasies. In such ecstasies that he even controlled his tongue and was silent. He said to himself that he would not speak a word, even when his aunt came in, but would sit perfectly still till she asked who did the mischief; and then he would tell, and there would be nothing so good in the world as to see that pet model ""catch it."" He was so brim full of exultation that he could hardly hold himself when the old lady came back and stood above the wreck discharging lightnings of wrath from over her spectacles. He said to himself, ""Now it's coming!"" And the next instant he was sprawling on the floor! The potent palm was uplifted to strike again when Tom cried out:",9,"He said to himself, ""Now it is coming!""",8,"['PRON', 'VERB', 'ADP', 'PUNCT', 'ADV', 'AUX']",166
439,179,"Presently she stepped into the kitchen, and Sid, happy in his immunity, reached for the sugar bowl-a sort of glorying over Tom which was well-nigh unbearable. But Sid's fingers slipped and the bowl dropped and broke. Tom was in ecstasies. In such ecstasies that he even controlled his tongue and was silent. He said to himself that he would not speak a word, even when his aunt came in, but would sit perfectly still till she asked who did the mischief; and then he would tell, and there would be nothing so good in the world as to see that pet model ""catch it."" He was so brim full of exultation that he could hardly hold himself when the old lady came back and stood above the wreck discharging lightnings of wrath from over her spectacles. He said to himself, ""Now it's coming!"" And the next instant he was sprawling on the floor! The potent palm was uplifted to strike again when Tom cried out:",9,And the next instant he was sprawling on the floor!,10,"['CCONJ', 'DET', 'ADJ', 'NOUN', 'PRON', 'AUX', 'VERB', 'ADP', 'PUNCT']",166
440,179,"Presently she stepped into the kitchen, and Sid, happy in his immunity, reached for the sugar bowl-a sort of glorying over Tom which was well-nigh unbearable. But Sid's fingers slipped and the bowl dropped and broke. Tom was in ecstasies. In such ecstasies that he even controlled his tongue and was silent. He said to himself that he would not speak a word, even when his aunt came in, but would sit perfectly still till she asked who did the mischief; and then he would tell, and there would be nothing so good in the world as to see that pet model ""catch it."" He was so brim full of exultation that he could hardly hold himself when the old lady came back and stood above the wreck discharging lightnings of wrath from over her spectacles. He said to himself, ""Now it's coming!"" And the next instant he was sprawling on the floor! The potent palm was uplifted to strike again when Tom cried out:",9,The potent palm was uplifted to strike again when Tom cried out:,12,"['DET', 'ADJ', 'NOUN', 'AUX', 'PART', 'VERB', 'ADV', 'SCONJ', 'PROPN', 'ADP', 'PUNCT']",166
441,180,"""Hold on, now, what 'er you belting me for?-Sid broke it!""",1,"""Hold on, now, what 'er you belting me for?-Sid broke it!""",11,"['PUNCT', 'VERB', 'ADP', 'ADV', 'PRON', 'INTJ', 'NUM']",11
442,181,"Aunt Polly paused, perplexed, and Tom looked for healing pity. But when she got her tongue again, she only said:",2,"Aunt Polly paused, perplexed, and Tom looked for healing pity.",10,"['PROPN', 'VERB', 'PUNCT', 'ADJ', 'CCONJ', 'ADP', 'NOUN']",20
443,181,"Aunt Polly paused, perplexed, and Tom looked for healing pity. But when she got her tongue again, she only said:",2,"But when she got her tongue again, she only said:",10,"['CCONJ', 'SCONJ', 'PRON', 'VERB', 'NOUN', 'ADV', 'PUNCT']",20
444,182,"""Umf! Well, you didn't get a lick amiss, I reckon. You been into some other audacious mischief when I wasn't around, like enough.""",3,"""Umf!",1,"['PUNCT', 'PROPN']",25
445,182,"""Umf! Well, you didn't get a lick amiss, I reckon. You been into some other audacious mischief when I wasn't around, like enough.""",3,"Well, you did not get a lick amiss, I reckon.",10,"['INTJ', 'PUNCT', 'PRON', 'AUX', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN']",25
446,182,"""Umf! Well, you didn't get a lick amiss, I reckon. You been into some other audacious mischief when I wasn't around, like enough.""",3,"You been into some other audacious mischief when I was not around, like enough.""",14,"['PRON', 'AUX', 'ADP', 'DET', 'ADJ', 'NOUN', 'SCONJ', 'PART', 'ADV', 'PUNCT']",25
447,183,"Then her conscience reproached her, and she yearned to say something kind and loving; but she judged that this would be construed into a confession that she had been in the wrong, and discipline forbade that. So she kept silence, and went about her affairs with a troubled heart. Tom sulked in a corner and exalted his woes. He knew that in her heart his aunt was on her knees to him, and he was morosely gratified by the consciousness of it. He would hang out no signals, he would take notice of none. He knew that a yearning glance fell upon him, now and then, through a film of tears, but he refused recognition of it. He pictured himself lying sick unto death and his aunt bending over him beseeching one little forgiving word, but he would turn his face to the wall, and die with that word unsaid. Ah, how would she feel then? And he pictured himself brought home from the river, dead, with his curls all wet, and his sore heart at rest. How she would throw herself upon him, and how her tears would fall like rain, and her lips pray God to give her back her boy and she would never, never abuse him any more! But he would lie there cold and white and make no sign-a poor little sufferer, whose griefs were at an end. He so worked upon his feelings with the pathos of these dreams, that he had to keep swallowing, he was so like to choke; and his eyes swam in a blur of water, which overflowed when he winked, and ran down and trickled from the end of his nose. And such a luxury to him was this petting of his sorrows, that he could not bear to have any worldly cheeriness or any grating delight intrude upon it; it was too sacred for such contact; and so, presently, when his cousin Mary danced in, all alive with the joy of seeing home again after an agelong visit of one week to the country, he got up and moved in clouds and darkness out at one door as she brought song and sunshine in at the other.",13,"Then her conscience reproached her, and she yearned to say something kind and loving; but she judged that this would be construed into a confession that she had been in the wrong, and discipline forbade that.",36,"['ADV', 'PRON', 'NOUN', 'VERB', 'PUNCT', 'CCONJ', 'PART', 'ADJ', 'SCONJ', 'AUX', 'ADP', 'DET']",369
448,183,"Then her conscience reproached her, and she yearned to say something kind and loving; but she judged that this would be construed into a confession that she had been in the wrong, and discipline forbade that. So she kept silence, and went about her affairs with a troubled heart. Tom sulked in a corner and exalted his woes. He knew that in her heart his aunt was on her knees to him, and he was morosely gratified by the consciousness of it. He would hang out no signals, he would take notice of none. He knew that a yearning glance fell upon him, now and then, through a film of tears, but he refused recognition of it. He pictured himself lying sick unto death and his aunt bending over him beseeching one little forgiving word, but he would turn his face to the wall, and die with that word unsaid. Ah, how would she feel then? And he pictured himself brought home from the river, dead, with his curls all wet, and his sore heart at rest. How she would throw herself upon him, and how her tears would fall like rain, and her lips pray God to give her back her boy and she would never, never abuse him any more! But he would lie there cold and white and make no sign-a poor little sufferer, whose griefs were at an end. He so worked upon his feelings with the pathos of these dreams, that he had to keep swallowing, he was so like to choke; and his eyes swam in a blur of water, which overflowed when he winked, and ran down and trickled from the end of his nose. And such a luxury to him was this petting of his sorrows, that he could not bear to have any worldly cheeriness or any grating delight intrude upon it; it was too sacred for such contact; and so, presently, when his cousin Mary danced in, all alive with the joy of seeing home again after an agelong visit of one week to the country, he got up and moved in clouds and darkness out at one door as she brought song and sunshine in at the other.",13,"So she kept silence, and went about her affairs with a troubled heart.",13,"['ADV', 'PRON', 'VERB', 'NOUN', 'PUNCT', 'CCONJ', 'ADP', 'DET', 'ADJ']",369
449,183,"Then her conscience reproached her, and she yearned to say something kind and loving; but she judged that this would be construed into a confession that she had been in the wrong, and discipline forbade that. So she kept silence, and went about her affairs with a troubled heart. Tom sulked in a corner and exalted his woes. He knew that in her heart his aunt was on her knees to him, and he was morosely gratified by the consciousness of it. He would hang out no signals, he would take notice of none. He knew that a yearning glance fell upon him, now and then, through a film of tears, but he refused recognition of it. He pictured himself lying sick unto death and his aunt bending over him beseeching one little forgiving word, but he would turn his face to the wall, and die with that word unsaid. Ah, how would she feel then? And he pictured himself brought home from the river, dead, with his curls all wet, and his sore heart at rest. How she would throw herself upon him, and how her tears would fall like rain, and her lips pray God to give her back her boy and she would never, never abuse him any more! But he would lie there cold and white and make no sign-a poor little sufferer, whose griefs were at an end. He so worked upon his feelings with the pathos of these dreams, that he had to keep swallowing, he was so like to choke; and his eyes swam in a blur of water, which overflowed when he winked, and ran down and trickled from the end of his nose. And such a luxury to him was this petting of his sorrows, that he could not bear to have any worldly cheeriness or any grating delight intrude upon it; it was too sacred for such contact; and so, presently, when his cousin Mary danced in, all alive with the joy of seeing home again after an agelong visit of one week to the country, he got up and moved in clouds and darkness out at one door as she brought song and sunshine in at the other.",13,Tom sulked in a corner and exalted his woes.,9,"['PROPN', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PRON', 'PUNCT']",369
450,183,"Then her conscience reproached her, and she yearned to say something kind and loving; but she judged that this would be construed into a confession that she had been in the wrong, and discipline forbade that. So she kept silence, and went about her affairs with a troubled heart. Tom sulked in a corner and exalted his woes. He knew that in her heart his aunt was on her knees to him, and he was morosely gratified by the consciousness of it. He would hang out no signals, he would take notice of none. He knew that a yearning glance fell upon him, now and then, through a film of tears, but he refused recognition of it. He pictured himself lying sick unto death and his aunt bending over him beseeching one little forgiving word, but he would turn his face to the wall, and die with that word unsaid. Ah, how would she feel then? And he pictured himself brought home from the river, dead, with his curls all wet, and his sore heart at rest. How she would throw herself upon him, and how her tears would fall like rain, and her lips pray God to give her back her boy and she would never, never abuse him any more! But he would lie there cold and white and make no sign-a poor little sufferer, whose griefs were at an end. He so worked upon his feelings with the pathos of these dreams, that he had to keep swallowing, he was so like to choke; and his eyes swam in a blur of water, which overflowed when he winked, and ran down and trickled from the end of his nose. And such a luxury to him was this petting of his sorrows, that he could not bear to have any worldly cheeriness or any grating delight intrude upon it; it was too sacred for such contact; and so, presently, when his cousin Mary danced in, all alive with the joy of seeing home again after an agelong visit of one week to the country, he got up and moved in clouds and darkness out at one door as she brought song and sunshine in at the other.",13,"He knew that in her heart his aunt was on her knees to him, and he was morosely gratified by the consciousness of it.",24,"['PRON', 'VERB', 'SCONJ', 'ADP', 'NOUN', 'AUX', 'PUNCT', 'CCONJ', 'ADV', 'DET']",369
451,183,"Then her conscience reproached her, and she yearned to say something kind and loving; but she judged that this would be construed into a confession that she had been in the wrong, and discipline forbade that. So she kept silence, and went about her affairs with a troubled heart. Tom sulked in a corner and exalted his woes. He knew that in her heart his aunt was on her knees to him, and he was morosely gratified by the consciousness of it. He would hang out no signals, he would take notice of none. He knew that a yearning glance fell upon him, now and then, through a film of tears, but he refused recognition of it. He pictured himself lying sick unto death and his aunt bending over him beseeching one little forgiving word, but he would turn his face to the wall, and die with that word unsaid. Ah, how would she feel then? And he pictured himself brought home from the river, dead, with his curls all wet, and his sore heart at rest. How she would throw herself upon him, and how her tears would fall like rain, and her lips pray God to give her back her boy and she would never, never abuse him any more! But he would lie there cold and white and make no sign-a poor little sufferer, whose griefs were at an end. He so worked upon his feelings with the pathos of these dreams, that he had to keep swallowing, he was so like to choke; and his eyes swam in a blur of water, which overflowed when he winked, and ran down and trickled from the end of his nose. And such a luxury to him was this petting of his sorrows, that he could not bear to have any worldly cheeriness or any grating delight intrude upon it; it was too sacred for such contact; and so, presently, when his cousin Mary danced in, all alive with the joy of seeing home again after an agelong visit of one week to the country, he got up and moved in clouds and darkness out at one door as she brought song and sunshine in at the other.",13,"He would hang out no signals, he would take notice of none.",12,"['PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",369
452,183,"Then her conscience reproached her, and she yearned to say something kind and loving; but she judged that this would be construed into a confession that she had been in the wrong, and discipline forbade that. So she kept silence, and went about her affairs with a troubled heart. Tom sulked in a corner and exalted his woes. He knew that in her heart his aunt was on her knees to him, and he was morosely gratified by the consciousness of it. He would hang out no signals, he would take notice of none. He knew that a yearning glance fell upon him, now and then, through a film of tears, but he refused recognition of it. He pictured himself lying sick unto death and his aunt bending over him beseeching one little forgiving word, but he would turn his face to the wall, and die with that word unsaid. Ah, how would she feel then? And he pictured himself brought home from the river, dead, with his curls all wet, and his sore heart at rest. How she would throw herself upon him, and how her tears would fall like rain, and her lips pray God to give her back her boy and she would never, never abuse him any more! But he would lie there cold and white and make no sign-a poor little sufferer, whose griefs were at an end. He so worked upon his feelings with the pathos of these dreams, that he had to keep swallowing, he was so like to choke; and his eyes swam in a blur of water, which overflowed when he winked, and ran down and trickled from the end of his nose. And such a luxury to him was this petting of his sorrows, that he could not bear to have any worldly cheeriness or any grating delight intrude upon it; it was too sacred for such contact; and so, presently, when his cousin Mary danced in, all alive with the joy of seeing home again after an agelong visit of one week to the country, he got up and moved in clouds and darkness out at one door as she brought song and sunshine in at the other.",13,"He knew that a yearning glance fell upon him, now and then, through a film of tears, but he refused recognition of it.",23,"['PRON', 'VERB', 'SCONJ', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'CCONJ', 'ADP']",369
453,183,"Then her conscience reproached her, and she yearned to say something kind and loving; but she judged that this would be construed into a confession that she had been in the wrong, and discipline forbade that. So she kept silence, and went about her affairs with a troubled heart. Tom sulked in a corner and exalted his woes. He knew that in her heart his aunt was on her knees to him, and he was morosely gratified by the consciousness of it. He would hang out no signals, he would take notice of none. He knew that a yearning glance fell upon him, now and then, through a film of tears, but he refused recognition of it. He pictured himself lying sick unto death and his aunt bending over him beseeching one little forgiving word, but he would turn his face to the wall, and die with that word unsaid. Ah, how would she feel then? And he pictured himself brought home from the river, dead, with his curls all wet, and his sore heart at rest. How she would throw herself upon him, and how her tears would fall like rain, and her lips pray God to give her back her boy and she would never, never abuse him any more! But he would lie there cold and white and make no sign-a poor little sufferer, whose griefs were at an end. He so worked upon his feelings with the pathos of these dreams, that he had to keep swallowing, he was so like to choke; and his eyes swam in a blur of water, which overflowed when he winked, and ran down and trickled from the end of his nose. And such a luxury to him was this petting of his sorrows, that he could not bear to have any worldly cheeriness or any grating delight intrude upon it; it was too sacred for such contact; and so, presently, when his cousin Mary danced in, all alive with the joy of seeing home again after an agelong visit of one week to the country, he got up and moved in clouds and darkness out at one door as she brought song and sunshine in at the other.",13,"He pictured himself lying sick unto death and his aunt bending over him beseeching one little forgiving word, but he would turn his face to the wall, and die with that word unsaid.",33,"['PRON', 'VERB', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'NUM', 'PUNCT', 'AUX', 'DET']",369
